station_id,capacity,station_code,station_name,lcd_racks,qr_racks,operation_type,capacity_source
ST-1788,20,,,,,,fallback_20
ST-1787,20,,,,,,fallback_20
ST-1786,8,480.0,약수역 6번 출구,,8.0,QR,seoul_open_data
ST-1785,8,479.0,동대입구역 3번 출구,,8.0,QR,seoul_open_data
ST-1784,20,,,,,,fallback_20
ST-1783,10,477.0,앰배서더 호텔 주변,,10.0,QR,seoul_open_data
ST-1782,10,476.0,광희문,,10.0,QR,seoul_open_data
ST-1781,21,475.0,DDP 패션몰,,21.0,QR,seoul_open_data
ST-1780,40,474.0,동대문역사문화공원역 1번출구 뒤편,,40.0,QR,seoul_open_data
ST-178,8,364.0, 창신역 1번출구 앞,,8.0,QR,seoul_open_data
ST-1779,20,473.0,을지로4가역 9번출구,,20.0,QR,seoul_open_data
ST-1778,12,472.0,삼일교(시그니쳐 타워),,12.0,QR,seoul_open_data
ST-1777,10,471.0,회현사거리 남측,,10.0,QR,seoul_open_data
ST-1776,13,470.0,회현역 7번출구,,13.0,QR,seoul_open_data
ST-1775,11,469.0,회현역 1번출구,,11.0,QR,seoul_open_data
ST-1774,8,468.0,웨스틴 조선호텔,,8.0,QR,seoul_open_data
ST-1773,11,467.0,한국은행,,11.0,QR,seoul_open_data
ST-1772,13,466.0,롯데호텔,,13.0,QR,seoul_open_data
ST-1771,15,445.0,대한상공회의소,,15.0,QR,seoul_open_data
ST-1770,20,,,,,,fallback_20
ST-177,13,363.0, 신설동역 11번출구 뒤,13.0,,LCD,seoul_open_data
ST-1769,9,443.0,호암아트홀,,9.0,QR,seoul_open_data
ST-1768,13,442.0,서울역 서부,,13.0,QR,seoul_open_data
ST-1767,20,,,,,,fallback_20
ST-1766,10,1067.0,한영중고앞사거리,,10.0,QR,seoul_open_data
ST-1765,20,,,,,,fallback_20
ST-1764,20,,,,,,fallback_20
ST-1763,20,,,,,,fallback_20
ST-1762,20,,,,,,fallback_20
ST-1761,15,441.0,염천교사거리,,15.0,QR,seoul_open_data
ST-1760,15,3543.0, 세종대학교(학술정보원),15.0,,LCD,seoul_open_data
ST-176,10,362.0, 청계8가 사거리 A,10.0,,LCD,seoul_open_data
ST-1759,5,465.0, 삼청공원 앞,5.0,,LCD,seoul_open_data
ST-1758,10,664.0, 서울시립대 건설공학관,10.0,,LCD,seoul_open_data
ST-1757,10,2185.0, 대학동 고시촌,10.0,,LCD,seoul_open_data
ST-1756,10,464.0, 삼청동 골목,,10.0,QR,seoul_open_data
ST-1755,20,,,,,,fallback_20
ST-1754,15,440.0, 하늘공원 입구,15.0,,LCD,seoul_open_data
ST-1753,30,2801.0, 대륭포스트타워1차,30.0,,LCD,seoul_open_data
ST-1752,20,,,,,,fallback_20
ST-1751,20,,,,,,fallback_20
ST-1750,20,,,,,,fallback_20
ST-175,10,361.0, 동묘앞역 1번출구 뒤,10.0,,LCD,seoul_open_data
ST-1749,20,,,,,,fallback_20
ST-1748,20,,,,,,fallback_20
ST-1747,20,,,,,,fallback_20
ST-1746,20,,,,,,fallback_20
ST-1745,7,1376.0, 한국과학기술연구원 중문,,7.0,QR,seoul_open_data
ST-1744,20,,,,,,fallback_20
ST-1743,20,,,,,,fallback_20
ST-1742,10,2071.0, 대림아파트 후문 상가 옆,10.0,,LCD,seoul_open_data
ST-1741,20,,,,,,fallback_20
ST-1740,20,,,,,,fallback_20
ST-174,8,359.0, 원남동사거리,8.0,,LCD,seoul_open_data
ST-1739,10,2511.0, 이수역 6번출구 앞,10.0,,LCD,seoul_open_data
ST-1736,15,766.0, 신목동역 3번출구,15.0,,LCD,seoul_open_data
ST-1735,8,2510.0, JW타워,8.0,,LCD,seoul_open_data
ST-1734,13,1859.0, 대륭테크노타운 18차,13.0,,LCD,seoul_open_data
ST-1733,15,2000.0, 신도림4차 e편한세상 아파트 1109동 앞,15.0,,LCD,seoul_open_data
ST-1732,10,1999.0, 수궁동 성당 주변,10.0,,LCD,seoul_open_data
ST-1731,12,765.0, 오목교역 3번출구,12.0,,LCD,seoul_open_data
ST-1730,12,2620.0, 송파나루역 4번 출구옆,12.0,,LCD,seoul_open_data
ST-173,13,358.0,성균관대입구 사거리 A,,13.0,QR,seoul_open_data
ST-1729,9,2619.0, 석촌고분역 4번출구,,9.0,QR,seoul_open_data
ST-1728,14,2618.0, 삼전역 1번출구,14.0,,LCD,seoul_open_data
ST-1727,20,2702.0, 마곡 엠밸리2단지,20.0,,LCD,seoul_open_data
ST-1726,20,,,,,,fallback_20
ST-1725,20,,,,,,fallback_20
ST-1724,20,,,,,,fallback_20
ST-1723,20,1375.0, 생명의 전화 종합복지관 앞 교차로,20.0,,LCD,seoul_open_data
ST-1722,17,3542.0, 래미안 구의파크 스위트,17.0,,LCD,seoul_open_data
ST-1721,15,846.0, 용산중학교,15.0,,LCD,seoul_open_data
ST-1720,20,2622.0, 올림픽공원역 3번출구,20.0,,LCD,seoul_open_data
ST-172,15,356.0, KT혜화지사 앞,,15.0,QR,seoul_open_data
ST-1719,15,2621.0, 한성백제역 2번 출구,15.0,,LCD,seoul_open_data
ST-1718,26,2701.0, 마곡나루역 5번출구 뒤편,26.0,,LCD,seoul_open_data
ST-1717,20,,,,,,fallback_20
ST-1716,20,,,,,,fallback_20
ST-1715,31,1198.0, LG 사이언스파크,31.0,,LCD,seoul_open_data
ST-1714,20,1197.0, 엠펠리체 호텔 건너편,20.0,,LCD,seoul_open_data
ST-1713,11,1196.0, 서울식물원(문화센터) 건너편,,11.0,QR,seoul_open_data
ST-1712,24,1195.0, 코오롱One&Only타워,24.0,,LCD,seoul_open_data
ST-1711,20,,,,,,fallback_20
ST-1710,20,1192.0, 마곡수명산파크 209동 건너편,,20.0,QR,seoul_open_data
ST-171,15,355.0,서울사대부설초등학교 앞,,15.0,QR,seoul_open_data
ST-1709,14,1190.0, 마곡역 교차로(2번출구),14.0,,LCD,seoul_open_data
ST-1708,8,1188.0, 롯데중앙연구소,8.0,,LCD,seoul_open_data
ST-1707,15,2615.0, 테라타워2,15.0,,LCD,seoul_open_data
ST-1706,20,,,,,,fallback_20
ST-1705,18,2613.0, 잠실나들목,18.0,,LCD,seoul_open_data
ST-1704,20,,,,,,fallback_20
ST-1703,20,,,,,,fallback_20
ST-1702,10,2184.0, 구암초등학교 버스정류장,10.0,,LCD,seoul_open_data
ST-1701,15,293.0, 충북 미래관,15.0,,LCD,seoul_open_data
ST-1700,10,292.0, 영일 어린이공원,10.0,,LCD,seoul_open_data
ST-170,10,354.0, 포르투갈 대사관 앞,,10.0,QR,seoul_open_data
ST-17,23,117.0, 홍은사거리,,23.0,QR,seoul_open_data
ST-1699,14,291.0, 문래동 하이테크 시티,14.0,,LCD,seoul_open_data
ST-1698,12,290.0,새말소공원,12.0,,LCD,seoul_open_data
ST-1697,10,289.0, 대림3동사거리,10.0,,LCD,seoul_open_data
ST-1696,23,1998.0, 고척교 교차로,23.0,,LCD,seoul_open_data
ST-1695,10,1200.0, 개화광역환승센터,10.0,,LCD,seoul_open_data
ST-1694,13,1199.0, 우장산역 3번출구,13.0,,LCD,seoul_open_data
ST-1693,20,,,,,,fallback_20
ST-1692,15,438.0, 성산2-1 공영주차장,15.0,,LCD,seoul_open_data
ST-1691,12,437.0, 대흥역1번출구,12.0,,LCD,seoul_open_data
ST-1690,20,,,,,,fallback_20
ST-169,8,353.0, 재동초교 앞 삼거리,8.0,,LCD,seoul_open_data
ST-1689,13,1191.0," 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",13.0,,LCD,seoul_open_data
ST-1688,51,1193.0, 마곡센트럴타워 1차,15.0,36.0,"LCD,QR",seoul_open_data
ST-1687,20,1084.0, 윤선생빌딩(JYP사옥),,20.0,QR,seoul_open_data
ST-1686,20,,,,,,fallback_20
ST-1685,20,,,,,,fallback_20
ST-1684,7,2611.0, 송파지역자활센터 뒤,7.0,,LCD,seoul_open_data
ST-1683,20,,,,,,fallback_20
ST-1682,10,2609.0, 보성중고등학교 후문 앞,10.0,,LCD,seoul_open_data
ST-1681,10,2608.0, 송파구청,,10.0,QR,seoul_open_data
ST-1680,10,2410.0, 포스코피앤에스타워 (역삼역 3번출구 부근),,10.0,QR,seoul_open_data
ST-168,10,352.0, 중앙고입구 삼거리,10.0,,LCD,seoul_open_data
ST-1679,20,2409.0, 역삼동 디오슈페리움 (우성아파트 사거리),20.0,,LCD,seoul_open_data
ST-1678,20,,,,,,fallback_20
ST-1677,10,288.0, 쌍용예가(구청별관),10.0,,LCD,seoul_open_data
ST-1676,15,1187.0, 강서수산물도매시장,15.0,,LCD,seoul_open_data
ST-1675,10,436.0, 이대역 5번출구,10.0,,LCD,seoul_open_data
ST-1674,20,971.0, 역촌 센트레빌 아파트,20.0,,LCD,seoul_open_data
ST-1673,20,,,,,,fallback_20
ST-1672,10,1692.0, 온곡초교 교차로,10.0,,LCD,seoul_open_data
ST-1671,10,663.0,외대앞역 3번출구,10.0,,LCD,seoul_open_data
ST-1670,10,435.0, SK 남산빌딩,10.0,,LCD,seoul_open_data
ST-167,5,351.0, 청운초교 앞 삼거리,5.0,,LCD,seoul_open_data
ST-1669,10,434.0, 신당 래미안 버스정류장,10.0,,LCD,seoul_open_data
ST-1668,12,433.0, 을지로입구역 2번출구,12.0,,LCD,seoul_open_data
ST-1667,7,2069.0, 숭실대 입구역3번 출구 앞,7.0,,LCD,seoul_open_data
ST-1665,20,,,,,,fallback_20
ST-1664,15,3537.0, 아차산 휴먼시아 아파트 옆,15.0,,LCD,seoul_open_data
ST-1663,10,3536.0, 중앙농협(자양동),10.0,,LCD,seoul_open_data
ST-1662,20,,,,,,fallback_20
ST-1661,12,3534.0, 건대입구역 5번출구 뒤,12.0,,LCD,seoul_open_data
ST-1660,10,3533.0, 건대입구역 사거리(롯데백화점),10.0,,LCD,seoul_open_data
ST-166,20,,,,,,fallback_20
ST-1659,20,,,,,,fallback_20
ST-1658,20,,,,,,fallback_20
ST-1657,15,2606.0, 위례동주민센터 맞은편 근린공원,15.0,,LCD,seoul_open_data
ST-1656,15,2605.0, 복정역 1번 출구 앞,15.0,,LCD,seoul_open_data
ST-1655,16,2509.0, 심산기념문화센터,,16.0,QR,seoul_open_data
ST-1654,20,,,,,,fallback_20
ST-1653,10,287.0, 영등포전화국사거리 (서강어린이공원),10.0,,LCD,seoul_open_data
ST-1652,12,286.0, 우성아파트 교차로,12.0,,LCD,seoul_open_data
ST-1651,14,285.0,콤텍시스템 앞,14.0,,LCD,seoul_open_data
ST-1650,16,284.0, 센트럴 푸르지오 시티 앞,16.0,,LCD,seoul_open_data
ST-165,5,349.0,어린이도서관,5.0,,LCD,seoul_open_data
ST-1649,15,283.0, 아크로타워 스퀘어(영등포시장),15.0,,LCD,seoul_open_data
ST-1648,10,1858.0, 500번·507번 버스 종점 앞,10.0,,LCD,seoul_open_data
ST-1647,15,1186.0, 송정중학교,15.0,,LCD,seoul_open_data
ST-1646,20,1185.0, 등촌9단지,,20.0,QR,seoul_open_data
ST-1645,26,1184.0, 마곡13단지,26.0,,LCD,seoul_open_data
ST-1644,20,,,,,,fallback_20
ST-1643,20,,,,,,fallback_20
ST-1642,20,,,,,,fallback_20
ST-1641,20,,,,,,fallback_20
ST-1640,20,,,,,,fallback_20
ST-164,20,,,,,,fallback_20
ST-1639,20,,,,,,fallback_20
ST-1638,20,1741.0, 제일강산수산입구,20.0,,LCD,seoul_open_data
ST-1637,8,1373.0, 성북구보건소 건너편,,8.0,QR,seoul_open_data
ST-1636,20,1372.0, KEB은행 고대점,,20.0,QR,seoul_open_data
ST-1635,20,,,,,,fallback_20
ST-1634,10,1370.0, 복자사랑 피정의 집,10.0,,LCD,seoul_open_data
ST-1633,20,,,,,,fallback_20
ST-1632,20,,,,,,fallback_20
ST-1631,20,,,,,,fallback_20
ST-1630,20,,,,,,fallback_20
ST-163,18,347.0, 동대문역사문화공원역 9번출구 앞,,18.0,QR,seoul_open_data
ST-1629,13,657.0, 동대문롯데캐슬아파트 앞,13.0,,LCD,seoul_open_data
ST-1628,20,,,,,,fallback_20
ST-1627,10,2604.0, 풍납토성 서성벽터A,10.0,,LCD,seoul_open_data
ST-1626,15,1059.0, 래미안 강동팰리스(102동),15.0,,LCD,seoul_open_data
ST-1625,15,661.0, 경희대학교 청운관,15.0,,LCD,seoul_open_data
ST-1623,20,,,,,,fallback_20
ST-1622,20,,,,,,fallback_20
ST-1621,20,,,,,,fallback_20
ST-1620,6,1060.0, 천일초교 사거리,6.0,,LCD,seoul_open_data
ST-162,10,346.0, 맥스타일 앞,,10.0,QR,seoul_open_data
ST-1619,10,461.0, 서울지방경찰청,10.0,,LCD,seoul_open_data
ST-1618,9,3532.0, 왕십리KCC스위첸아파트,9.0,,LCD,seoul_open_data
ST-1617,10,3531.0, 논골사거리(금호도서관 입구),10.0,,LCD,seoul_open_data
ST-1616,10,3530.0, 왕십리자이아파트 후문(삼거리),10.0,,LCD,seoul_open_data
ST-1615,16,845.0, 용산 선인상가,16.0,,LCD,seoul_open_data
ST-1614,20,,,,,,fallback_20
ST-1613,20,,,,,,fallback_20
ST-1612,20,,,,,,fallback_20
ST-1611,21,458.0, 광화문역 5번출구,21.0,,LCD,seoul_open_data
ST-1610,10,457.0, 종로꽃시장 입구 옆,10.0,,LCD,seoul_open_data
ST-161,18,345.0, 서울보증보험본사 앞,,18.0,QR,seoul_open_data
ST-1609,10,456.0, 숭인2동 주민센터 입구,10.0,,LCD,seoul_open_data
ST-1608,8,455.0, 종로6가역 버스정류장(동대문 방향),8.0,,LCD,seoul_open_data
ST-1607,13,454.0, 종로2가 버스정류장 (종각방향),,13.0,QR,seoul_open_data
ST-1606,10,453.0, 종로오가 지하쇼핑센터 14번출구,10.0,,LCD,seoul_open_data
ST-1605,13,452.0, 동대문 종합시장 버스정류장,,13.0,QR,seoul_open_data
ST-1604,20,,,,,,fallback_20
ST-1603,15,3529.0, 어린이대공원정문,15.0,,LCD,seoul_open_data
ST-1602,8,3528.0, 광진정보도서관,8.0,,LCD,seoul_open_data
ST-1601,5,3527.0, 왕십리 자이아파트(101동 앞),5.0,,LCD,seoul_open_data
ST-1600,20,,,,,,fallback_20
ST-160,10,344.0, 성균관대 E하우스 앞,,10.0,QR,seoul_open_data
ST-16,20,,,,,,fallback_20
ST-1599,15,3525.0, 금호스포츠센터앞,15.0,,LCD,seoul_open_data
ST-1598,20,,,,,,fallback_20
ST-1597,20,,,,,,fallback_20
ST-1596,20,,,,,,fallback_20
ST-1595,20,,,,,,fallback_20
ST-1594,20,,,,,,fallback_20
ST-1593,20,,,,,,fallback_20
ST-1592,10,2603.0, 송파 글마루 도서관,10.0,,LCD,seoul_open_data
ST-1591,20,,,,,,fallback_20
ST-1590,16,2601.0, 석촌호수 아뜰리에,16.0,,LCD,seoul_open_data
ST-159,6,343.0,힐스테이트창경궁 아파트 앞,,6.0,QR,seoul_open_data
ST-1589,15,1300.0, 오륜사거리,15.0,,LCD,seoul_open_data
ST-1588,20,,,,,,fallback_20
ST-1587,20,,,,,,fallback_20
ST-1586,15,1297.0, 석촌호수교차로(동호 팔각정 앞),15.0,,LCD,seoul_open_data
ST-1585,10,1296.0, 석촌호수교차로 (송파나루근린공원 앞),10.0,,LCD,seoul_open_data
ST-1584,25,1295.0, 잠실역 8번출구,25.0,,LCD,seoul_open_data
ST-1583,20,,,,,,fallback_20
ST-1582,14,1293.0, 석촌호수 서호 사거리,14.0,,LCD,seoul_open_data
ST-1581,20,,,,,,fallback_20
ST-1580,10,1291.0, 서울체육고등학교 앞,10.0,,LCD,seoul_open_data
ST-158,22,342.0, 대학로 마로니에공원,,22.0,QR,seoul_open_data
ST-1579,20,,,,,,fallback_20
ST-1578,14,2408.0, 강남한양수자인아파트,14.0,,LCD,seoul_open_data
ST-1577,10,2407.0, 역삼서초삼성 세무서 앞 (역삼빌딩 앞,10.0,,LCD,seoul_open_data
ST-1576,10,2406.0, 논현동 광명빌딩 앞,10.0,,LCD,seoul_open_data
ST-1575,14,2405.0, 청담공원앞 교차로,14.0,,LCD,seoul_open_data
ST-1574,10,2404.0, 대모산입구역 4번 출구 앞,10.0,,LCD,seoul_open_data
ST-1573,10,2403.0, 공무원연금매점 교차로 (개포주공9단지 입구),10.0,,LCD,seoul_open_data
ST-1572,20,,,,,,fallback_20
ST-1571,10,2401.0, 밀알학교 입구 (삼성서울병원 입구),10.0,,LCD,seoul_open_data
ST-1570,20,,,,,,fallback_20
ST-157,8,341.0, 혜화역 3번출구 뒤,,8.0,QR,seoul_open_data
ST-1569,20,,,,,,fallback_20
ST-1568,10,2398.0, 더라움,10.0,,LCD,seoul_open_data
ST-1567,20,,,,,,fallback_20
ST-1566,15,2396.0, 영동3교 북단(우성캐릭터 앞 보도),15.0,,LCD,seoul_open_data
ST-1565,20,,,,,,fallback_20
ST-1564,10,2394.0, 개포래미안포레스트아파트 107동 앞,,10.0,QR,seoul_open_data
ST-1563,20,,,,,,fallback_20
ST-1562,20,,,,,,fallback_20
ST-1561,20,,,,,,fallback_20
ST-1560,13,2390.0, 구룡마을 입구 (래미안블레스티지 아파트),10.0,3.0,"LCD,QR",seoul_open_data
ST-156,8,340.0, 혜화동 로터리,,8.0,QR,seoul_open_data
ST-1559,15,2389.0, 경기여자고등학교 후문 (삼성로3길 입구),15.0,,LCD,seoul_open_data
ST-1558,20,,,,,,fallback_20
ST-1557,10,2506.0, LG유플러스 (방배사옥),10.0,,LCD,seoul_open_data
ST-1556,12,2505.0, 우성아파트사거리 (기업은행앞),12.0,,LCD,seoul_open_data
ST-1555,10,2504.0, 신사역 4번출구 뒤,,10.0,QR,seoul_open_data
ST-1554,10,2503.0, 반포1동 서초빌딩 앞,10.0,,LCD,seoul_open_data
ST-1553,9,2502.0, 서초역1번출구 앞,9.0,,LCD,seoul_open_data
ST-1552,20,,,,,,fallback_20
ST-1551,20,,,,,,fallback_20
ST-1550,20,,,,,,fallback_20
ST-155,10,339.0, 종로4가 사거리,,10.0,QR,seoul_open_data
ST-1549,20,,,,,,fallback_20
ST-1548,7,2179.0, 양녕로 입구,7.0,,LCD,seoul_open_data
ST-1547,20,2178.0, 서울대학교 정문,20.0,,LCD,seoul_open_data
ST-1546,20,,,,,,fallback_20
ST-1545,18,2070.0, 노량진역 2번 출구 앞,18.0,,LCD,seoul_open_data
ST-1544,8,2068.0, 총신대 앞(육교),8.0,,LCD,seoul_open_data
ST-1543,10,2067.0, 보라매역?동작세무서 버스정류장(강남중학교방면),10.0,,LCD,seoul_open_data
ST-1542,10,2066.0, 양문교회 앞,10.0,,LCD,seoul_open_data
ST-1541,10,282.0, 신한은행 대림동지점,10.0,,LCD,seoul_open_data
ST-1540,8,281.0,대림신동아아파트 앞,8.0,,LCD,seoul_open_data
ST-154,18,338.0,세운스퀘어 앞,,18.0,QR,seoul_open_data
ST-1539,10,280.0, 양평동6차현대아파트 앞,10.0,,LCD,seoul_open_data
ST-1538,10,1857.0, 주공14단지,,10.0,QR,seoul_open_data
ST-1537,10,1856.0, 모두의학교,10.0,,LCD,seoul_open_data
ST-1536,10,1855.0, 성지아파트 옆 도로변,10.0,,LCD,seoul_open_data
ST-1535,10,1854.0, 가산아네스트 오피스텔 앞,10.0,,LCD,seoul_open_data
ST-1534,10,1853.0, 서울디자인직업전문학교 앞,10.0,,LCD,seoul_open_data
ST-1533,20,,,,,,fallback_20
ST-1532,20,,,,,,fallback_20
ST-1531,20,1996.0, 구일역 1번 출입구 앞,20.0,,LCD,seoul_open_data
ST-1530,20,,,,,,fallback_20
ST-153,5,337.0, 창경궁 입구,,5.0,QR,seoul_open_data
ST-1529,10,1994.0, 삼성전자 물류센터 앞,10.0,,LCD,seoul_open_data
ST-1528,10,1993.0, 금강수목원아파트 앞,10.0,,LCD,seoul_open_data
ST-1527,12,1992.0, 구로구배드민턴실내체육관 앞,12.0,,LCD,seoul_open_data
ST-1526,13,1991.0, 오류동역 맞은편,13.0,,LCD,seoul_open_data
ST-1525,20,,,,,,fallback_20
ST-1524,20,,,,,,fallback_20
ST-1523,20,1988.0, 고척LIGA아파트 앞,20.0,,LCD,seoul_open_data
ST-1522,15,1987.0, 개봉아이파크아파트 앞,15.0,,LCD,seoul_open_data
ST-1521,15,1986.0, 태평양물산빌딩,15.0,,LCD,seoul_open_data
ST-1520,10,1183.0, KC 대학교,10.0,,LCD,seoul_open_data
ST-152,8,336.0, 충무로역 6번출구 앞,,8.0,QR,seoul_open_data
ST-1519,20,1182.0, KBS 스포츠월드,20.0,,LCD,seoul_open_data
ST-1518,10,1181.0, 농수산식품공사 (강서지사),10.0,,LCD,seoul_open_data
ST-1517,15,1180.0, 마곡엠밸리 15단지(1502동) 건너편,15.0,,LCD,seoul_open_data
ST-1516,20,,,,,,fallback_20
ST-1515,10,1178.0, 개화산역 2번 출구,10.0,,LCD,seoul_open_data
ST-1514,15,1177.0, 수명중?고교,15.0,,LCD,seoul_open_data
ST-1513,20,,,,,,fallback_20
ST-1512,15,1175.0, 대한항공 인력개발센터,15.0,,LCD,seoul_open_data
ST-1511,9,1174.0, 강서구청사거리(부민병원),9.0,,LCD,seoul_open_data
ST-1510,15,1173.0, 강서구청사거리(SH타워),15.0,,LCD,seoul_open_data
ST-151,10,335.0, 종로3가역 15번출구 앞,,10.0,QR,seoul_open_data
ST-1509,8,1172.0, 가양3동 주민센터,8.0,,LCD,seoul_open_data
ST-1508,8,1171.0, 염창동 새마을금고 건너편,8.0,,LCD,seoul_open_data
ST-1507,11,1170.0, 강서구보건소,11.0,,LCD,seoul_open_data
ST-1506,8,1169.0, 염창역 1번 출구,8.0,,LCD,seoul_open_data
ST-1505,20,,,,,,fallback_20
ST-1504,10,763.0, 목동11단지 아파트,10.0,,LCD,seoul_open_data
ST-1503,10,762.0, 오목로 무중력지대 앞,10.0,,LCD,seoul_open_data
ST-1502,20,,,,,,fallback_20
ST-1501,10,760.0, 잣절보도육교 아래,10.0,,LCD,seoul_open_data
ST-1500,10,759.0, 보아스아파트 앞,10.0,,LCD,seoul_open_data
ST-150,10,334.0, 종로3가역 2번출구 뒤,,10.0,QR,seoul_open_data
ST-15,10,111.0, 상수역 2번출구 앞,,10.0,QR,seoul_open_data
ST-1499,13,758.0, 한사랑교회 앞,13.0,,LCD,seoul_open_data
ST-1498,10,757.0, 신정이펜하우스 1단지아파트 입구 사거리,10.0,,LCD,seoul_open_data
ST-1497,15,756.0, 목동주차장,15.0,,LCD,seoul_open_data
ST-1496,10,755.0, 목동1단지아파트 상가 앞,10.0,,LCD,seoul_open_data
ST-1495,10,754.0, 목동1단지아파트 118동 앞,10.0,,LCD,seoul_open_data
ST-1494,10,432.0, 마포중앙도서관,10.0,,LCD,seoul_open_data
ST-1493,9,3105.0, 홍은센트레빌 아파트 앞,9.0,,LCD,seoul_open_data
ST-1492,13,3104.0, e편한세상 신촌4단지 앞,13.0,,LCD,seoul_open_data
ST-1491,8,3103.0, 홍제삼거리 북측,8.0,,LCD,seoul_open_data
ST-1490,20,,,,,,fallback_20
ST-149,20,,,,,,fallback_20
ST-1489,20,,,,,,fallback_20
ST-1488,13,967.0, 서울혁신파크2,13.0,,LCD,seoul_open_data
ST-1487,10,966.0, 서울혁신파크1,10.0,,LCD,seoul_open_data
ST-1486,10,965.0, 서울특별시 은평병원,10.0,,LCD,seoul_open_data
ST-1485,10,964.0, 북한산힐스테이트 7차아파트,10.0,,LCD,seoul_open_data
ST-1484,13,963.0, 대호프라자아파트,13.0,,LCD,seoul_open_data
ST-1483,10,962.0, 은평뉴타운 힐데스하임,10.0,,LCD,seoul_open_data
ST-1482,20,,,,,,fallback_20
ST-1481,15,960.0, 구파발역 환승센터,15.0,,LCD,seoul_open_data
ST-1480,10,959.0, 구파발10단지 인근,10.0,,LCD,seoul_open_data
ST-148,5,332.0, 을지로2가 사거리 남측,,5.0,QR,seoul_open_data
ST-1479,13,958.0, 본 서부병원 버스정류장(은평 세무서 방면),13.0,,LCD,seoul_open_data
ST-1478,20,,,,,,fallback_20
ST-1477,20,,,,,,fallback_20
ST-1476,15,1686.0, 상계주공10단지 종합상가 앞,15.0,,LCD,seoul_open_data
ST-1475,8,1685.0, 불암고등학교 앞 횡단보도,8.0,,LCD,seoul_open_data
ST-1474,20,1684.0, 태릉입구역 5번출구,20.0,,LCD,seoul_open_data
ST-1473,20,,,,,,fallback_20
ST-1472,20,,,,,,fallback_20
ST-1471,20,,,,,,fallback_20
ST-1470,10,1738.0, 창동주공17단지 상가앞,10.0,,LCD,seoul_open_data
ST-147,10,331.0, 을지로2가 사거리 북측,,10.0,QR,seoul_open_data
ST-1469,10,1737.0, 신창시장,10.0,,LCD,seoul_open_data
ST-1468,12,1736.0, 버스정류장 앞,12.0,,LCD,seoul_open_data
ST-1467,20,,,,,,fallback_20
ST-1466,20,,,,,,fallback_20
ST-1465,20,,,,,,fallback_20
ST-1464,20,,,,,,fallback_20
ST-1463,20,,,,,,fallback_20
ST-1462,8,1730.0, 도봉산역 교차로 앞,8.0,,LCD,seoul_open_data
ST-1461,10,1729.0, 도봉한신아파트 버스정류장,10.0,,LCD,seoul_open_data
ST-1460,10,1368.0, 성신여대입구 교차로,10.0,,LCD,seoul_open_data
ST-146,20,,,,,,fallback_20
ST-1459,10,1367.0, 길음문화복합미디어센터,10.0,,LCD,seoul_open_data
ST-1458,10,1366.0, 일신초등학교 옆,10.0,,LCD,seoul_open_data
ST-1457,10,1365.0, 선잠단지 앞,10.0,,LCD,seoul_open_data
ST-1456,10,1364.0, 성북동 치안센터 앞,10.0,,LCD,seoul_open_data
ST-1455,25,1363.0, 보문4교 인근,25.0,,LCD,seoul_open_data
ST-1454,12,1362.0, 보문역6번출구 앞,,12.0,QR,seoul_open_data
ST-1453,20,,,,,,fallback_20
ST-1452,10,1459.0, 용마한신아파트사거리,10.0,,LCD,seoul_open_data
ST-1451,9,1458.0, 상봉터미널2,,9.0,QR,seoul_open_data
ST-1450,20,,,,,,fallback_20
ST-145,8,329.0, 청계2가 사거리 옆,,8.0,QR,seoul_open_data
ST-1449,10,654.0, 전농동 텃골공원,10.0,,LCD,seoul_open_data
ST-1448,20,,,,,,fallback_20
ST-1447,10,652.0, 답십리 래미안엘파인아파트 입구,10.0,,LCD,seoul_open_data
ST-1446,15,844.0, 이촌2동 동원베네스트 아파트 앞,15.0,,LCD,seoul_open_data
ST-1445,19,843.0,이태원관광특구B(용산구청쪽),,19.0,QR,seoul_open_data
ST-1444,20,,,,,,fallback_20
ST-1443,30,841.0, 신용산역 1번 출구,,30.0,QR,seoul_open_data
ST-1442,10,840.0, 용산 파크타워 앞,10.0,,LCD,seoul_open_data
ST-1441,10,839.0, 보광동 삼성리버빌아파트 앞,10.0,,LCD,seoul_open_data
ST-1440,25,431.0, 청계천 영도교,,25.0,QR,seoul_open_data
ST-144,11,328.0, 탑골공원 앞,,11.0,QR,seoul_open_data
ST-1439,6,430.0, 장충동먹자골목 앞,6.0,,LCD,seoul_open_data
ST-1438,8,429.0, 송도병원,8.0,,LCD,seoul_open_data
ST-1437,10,428.0, 명보사거리,10.0,,LCD,seoul_open_data
ST-1436,15,399.0, 서울역 센트럴 자이아파트,15.0,,LCD,seoul_open_data
ST-1435,8,398.0, 을지로3가역 3번출구,8.0,,LCD,seoul_open_data
ST-1434,20,,,,,,fallback_20
ST-1433,18,2388.0, 강남구 도시관리공단,18.0,,LCD,seoul_open_data
ST-1432,13,397.0, 종묘공영주차장 건너편,13.0,,LCD,seoul_open_data
ST-143,10,327.0, 낙원상가 옆,,10.0,QR,seoul_open_data
ST-1429,10,3523.0, 건국대학교 과학관(이과대) 앞,10.0,,LCD,seoul_open_data
ST-1428,20,,,,,,fallback_20
ST-1427,10,3510.0, 중곡SK아파트앞,10.0,,LCD,seoul_open_data
